Request Number,Date Opened,Request ,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y,LONGITUDE,LATITUDE
244348,09/09/19,Trash - Curbside/Alley Missed Pickup,"bottom part of Rychen Dr, did not get pickup for last weeks, Friday' trash/curb","2441 Rychen Dr, Nashville, TN 37217, United States",37217.0,RED RIVER,4502,29.0,1778907.34965725,637189.790858537,-86.64162020615119,36.08211421995113
244359,09/09/19,Trash - Curbside/Alley Missed Pickup,ENTIRE CUL DE SAC WAS MISSED.,"120 Apollo Ct E, Nashville, TN 37013, United States",37013.0,RED RIVER,4501,28.0,1771702.3628533,632322.390176995,-86.6658905373095,36.068611318266456
244385,09/09/19,Trash - Curbside/Alley Missed Pickup,cart still out,"1603 Essex Ave, Nashville, TN 37216, United States",37216.0,METRO,9505,7.0,1754589.01978996,680114.399197451,-86.72499164728106,36.19955899510013
244454,09/09/19,Trash Collection Complaint,3 weeks trash/missed {Friday's} ALLEY {Entire Alley} about 5 neighbors.,"1005 Sevier St, Nashville, TN 37206, United States",37206.0,WASTE IND,4508,6.0,1746444.19806984,668745.600716931,-86.75229900238008,36.16816124998376
244459,09/09/19,Trash - Curbside/Alley Missed Pickup,MISSED....ENTIRE STREET MISSED..,"1305 Winthorne Dr, Nashville, TN 37217, United States",37217.0,RED RIVER,1402,13.0,1761215.97968571,649625.436781702,-86.70179122342917,36.11594099724926
244584,09/10/19,Trash - Curbside/Alley Missed Pickup,curb missed/trash {Thursday} pickup RT# 1401 { was pickup on the 5th},"1050 MURFREESBORO PIKE, 37217",37217.0,,,13.0,1758099.59987707,654082.001765229,-86.71245166323988,36.128121085169184
244585,09/10/19,Trash Collection Complaint,"3 weeks of being missed/trash Tuesday, truck does not come to ALLEY {dead end part of ALLEY}","1624 Arthur Ave, Nashville, TN 37208, United States",37208.0,WASTE IND,3207,21.0,1731956.74816635,672447.002343741,-86.80148134808441,36.17801269837547
244601,09/10/19,Trash Collection Complaint,"Backdoor/trash has not been pickup, last Thursday. Why? waiver good.","742 Currey Rd, Nashville, TN 37217, United States",37217.0,RED RIVER,1402,16.0,1758521.35831993,649323.488185745,-86.7109065247023,36.1150581356816
244604,09/10/19,Damage to Property,"Trash/spill oil/spot licking, she's on the backdoor/pickup {trash} {make a ware of this} needs to be clean. {2nd time calling wants spot of oil needs cleaning, Turn around driveway.","742 Currey Rd, Nashville, TN 37217, United States",37217.0,RED RIVER,1402,16.0,1758521.35831993,649323.488185745,-86.7109065247023,36.1150581356816
244611,09/10/19,Trash - Curbside/Alley Missed Pickup,missed last week,"2409 Shumate Ln, Nashville, TN 37217, United States",37217.0,RED RIVER,4501,28.0,1777118.14020705,637139.930856765,-86.64767396331769,36.08194488061071
244618,09/10/19,Trash Collection Complaint,"2 trash/carts, missed {curb} next door/business 4115 did get pickup, all 3 carts where next to each other. Now why if 3 carts are sitting next to each other why would driver only pickup one cart? leaving the 2 still there for 4117 address that has 2 cart. {Tuesday} pickup {had problems in the past, thought this matter was corrected, but still going on.","4117 Gallatin Pike, Nashville, TN 37216, United States",37216.0,RED RIVER,2204,8.0,1754296.99862351,688701.398165512,-86.72619728252468,36.22314046746955
244643,09/10/19,Trash - Backdoor,"Backdoor/trash never get's pickup on day of schedule. Thursday of last week, missed wants to make sure this week for 12th of Sept, Thursday. 2 weeks missed.","5108 Kincannon Dr, Nashville, TN 37220, United States",37220.0,RED RIVER,2401,26.0,1745989.79803297,629778.401773416,-86.7528229156775,36.061111066127786
244673,09/10/19,Trash - Curbside/Alley Missed Pickup,this street missed,"108 Apollo Ct E, Nashville, TN 37013, United States",37013.0,RED RIVER,4501,28.0,1771596.65957307,632227.295019064,-86.66624599670492,36.06834811663561
244728,09/10/19,Trash - Curbside/Alley Missed Pickup,"Alley/missed since Aug 29th 2 weeks, no service. {White Ave, Benton also missed} Thursday.","2206 Grantland Ave, Nashville, TN 37204, United States",37204.0,METRO,9404,17.0,1739095.53759601,654988.458989362,-86.77682443358763,36.130213863713166
244761,09/10/19,Trash Collection Complaint,Caller upset that when trash is picked up the trash guy is leaving the carts just thrown all over the alley and you cant drive thru unless you get out and move carts out of the alley way.,"233 Chapel Ave, Nashville, TN 37206, United States",37206.0,WASTE IND,2506,6.0,1750841.42405474,675406.365716472,-86.73757234878065,36.18654963005632
244769,09/10/19,Trash - Backdoor,"Backdoor/trash 3 weeks before last week missed, last week they did come, today she's worried so caller states cart should be emptied on day of schedule pickup. Tuesday.","638 James Ave, Nashville, TN 37209, United States",37209.0,RED RIVER,4203,20.0,1710211.77938824,666316.568266575,-86.87497053259277,36.16066151638322
244773,09/10/19,Trash - Curbside/Alley Missed Pickup,Trash can was placed outside by alley on Thursday evening and was not picked up Friday.  It appears that no trash was picked up on our street or the alley behind Electric between 19th and 20th.,"1807 Electric Ave, Nashville, TN 37206, United States",37206.0,METRO,9508,6.0,1750459.72359135,668373.364653645,-86.73868587623481,36.16722277581284
244774,09/10/19,Trash - Curbside/Alley Missed Pickup,"Trash/missed truck already came and gone, pickup next door/neighbor's on her side, and skipped her's and 3117 next to her as well. Curb","3113 Ewingwood Dr, Nashville, TN 37207, United States",37207.0,RED RIVER,3201,3.0,1735036.12321931,693235.198036142,-86.79161766022415,36.2351838888697
244784,09/10/19,Trash - Curbside/Alley Missed Pickup,MISSED ENTIRE STREET,"2733 Old Elm Hill Pike, Nashville, TN 37214, United States",37214.0,RED RIVER,2502,15.0,1771210.32992575,662229.932332682,-86.66824630368231,36.15075697888456
244808,09/10/19,Trash - Curbside/Alley Missed Pickup,thinks since ha=e has complained about driver he keeps skipping his cart on friday,"609 Bixler Ave, Nashville, TN 37115, United States",37115.0,RED RIVER,3512,9.0,1760636.63690336,704970.066769633,-86.70510257116578,36.26795541384465
244830,09/10/19,Trash Collection Complaint,CALLER SAYS THE TRASH TRUCK JUST DROVE RIGHT PAST HIS CART WHICH ONLY HAS BAGGED TRASH IN IT. THIS IS NOT THE 1ST TIME THIS HAS HAPPENED AND HE WANTS THIS TO STOP.,"825 Cherokee Ave, Nashville, TN 37207, United States",37207.0,METRO,9203,5.0,1746049.18447895,681022.474193347,-86.75395762508991,36.20187612152061
244875,09/10/19,Trash - Curbside/Alley Missed Pickup,Curb Trash/Friday missed,"4868 Payne Rd, Nashville, TN 37013, United States",37013.0,RED RIVER,4505,28.0,1770264.99888818,629781.601425302,-86.67069497902331,36.06160483055604
244970,09/10/19,Trash - Curbside/Alley Missed Pickup,The whole street was missed.,"6229 Del Sol Dr, Whites Creek, TN 37189, USA",37189.0,RED RIVER,3201,3.0,1728001.56487384,693985.832015513,-86.81549020928928,36.23708710451665
244978,09/10/19,Trash Collection Complaint,Trash dumpsters at the front of the mobile home park smell bad and are constantly being filled with non-household trash.  Flies and other pests are drawn to it.,"3703 Dickerson Pike, Nashville, TN 37207, United States",37207.0,,3411,8.0,1746065.39846586,701777.198065702,-86.75444493386901,36.2588866760737
244984,09/10/19,Trash - Curbside/Alley Missed Pickup,"2 weeks no trash/pickup, missed Tuesday. curb","6412 Patton Ave, Nashville, TN 37209, United States",37209.0,RED RIVER,4203,20.0,1710601.80052954,662408.000557955,-86.87353120025332,36.14993470548013
244983,09/10/19,Trash - Curbside/Alley Missed Pickup,"2 weeks no trash/pickup, missed Tuesday. curb","6412 Patton Ave, Nashville, TN 37209, United States",37209.0,RED RIVER,4203,20.0,1710601.80052954,662408.000557955,-86.87353120025332,36.14993470548013
244990,09/10/19,Trash - Curbside/Alley Missed Pickup,Missed pickup. pickup on 28th Ave N,"1917 28th Ave N, Nashville, TN 37208, United States",37208.0,METRO,9201,21.0,1725614.53156467,674846.640342162,-86.82303810535484,36.18445962292373
245000,09/10/19,Trash - Curbside/Alley Missed Pickup,Missed trash and this this is the 2nd week no pickup,"2709 Meadow Rose Dr, Nashville, TN 37206, United States",37206.0,RED RIVER,1201,6.0,1757980.79919681,673522.0002911,-86.71333371673015,36.18151884437509
245002,09/10/19,Trash - Curbside/Alley Missed Pickup,MISSED...ENTIRE STREET MISSED...,"4664 Clarksville Pike, Nashville, TN 37218, United States",37218.0,RED RIVER,3201,1.0,1723636.20085226,695392.798298331,-86.83033220437358,36.24085097853795
245003,09/10/19,Trash - Curbside/Alley Missed Pickup,cart still out,"5020 Singing Hills Dr, Nashville, TN 37013, United States",37013.0,RED RIVER,4210,33.0,1796378.83804728,619231.070876837,-86.58213309124334,36.03308155979866
245011,09/10/19,Trash - Curbside/Alley Missed Pickup,curb trash miss/Tuesday,"1306 Meridian St, Nashville, TN 37207, United States",37207.0,METRO,9204,5.0,1741995.39971195,678391.999082059,-86.76762672431266,36.19456396277311
245025,09/10/19,Trash - Backdoor,Backdoor/trash miss caller states they picked it up one time on the correct day and they have missed it again.,"640 W Nocturne Dr, Nashville, TN 37207, United States",37207.0,,,2.0,1731525.80037076,684667.199103589,-86.80328130952954,36.21157030523029
245046,09/10/19,Trash - Curbside/Alley Missed Pickup,Hi- we had our trash can out early this morning (before most other neighbors) and when we came home from work tonight everyone else?s carts were emptied but ours.,3209 Hummingbird Dr,37218.0,RED RIVER,3204,1.0,1724277.80130147,686971.199764353,-86.82791506598952,36.21773313694954
245049,09/10/19,Trash - Curbside/Alley Missed Pickup,Trash was not picked up. Recycling was.,"1305 McChesney Ave, Nashville, TN 37216, United States",37216.0,RED RIVER,2205,7.0,1754785.08108118,684847.586651704,-86.72444592033762,36.2125644815356
245080,09/11/19,Trash Collection Complaint,Trash collectors have damaged my trash can...come home found my can thrown in my yard one has top torn off....several cans in the neighborhood  in this manner (thrown in yard). ..need a replacement....Patrice Bryant  615 474 2121,"3208 Lagrange Dr, Nashville, TN 37218, United States",37218.0,,,1.0,1720914.60109821,673542.40128736,-86.83892556411345,36.18076742179538
245177,09/11/19,Trash - Curbside/Alley Missed Pickup,cart still on curb upset didn't give name,"100 S Graycroft Ave, Nashville, TN 37115, United States",37115.0,RED RIVER,3214,8.0,1752489.50201499,703450.683280265,-86.732699231984,36.263617530592064
245195,09/11/19,Trash - Curbside/Alley Missed Pickup,this area missed get all carts out,"1302 McChesney Ave, Nashville, TN 37216, United States",37216.0,RED RIVER,2205,7.0,1754707.94117446,684725.143077739,-86.72470432445994,36.21222657551228
245215,09/11/19,Trash - Backdoor,"Backdoor/missed again, unit-B {trash} Upset because trash is missed all the time and is requesting a supervisor","2003 Gooch St, Nashville, TN 37207, United States",37207.0,,,2.0,1735467.80935011,682694.746626629,-86.78986554222472,36.20624038525632
245233,09/11/19,Trash - Backdoor,backdoor miss,3921 flicker dr,37218.0,RED RIVER,3204,1.0,1725160.05633499,686581.162792982,-86.82491321220621,36.216682228637175
245234,09/11/19,Trash - Backdoor,"Backdoor/reminder to pickup for this Thursday, for trash. {not pickup for last Thursday}.","4285 Lavergne Couchville Pike, Nashville, TN 37013, United States",37013.0,RED RIVER,4410,33.0,1795514.59960648,621982.4014717,-86.5851116050954,36.04062537575609
245273,09/11/19,Trash - Curbside/Alley Missed Pickup,MISSED AGAIN,"1501 Lewis Rd, Nashville, TN 37115, United States",37115.0,RED RIVER,3212,8.0,1752116.99881936,696544.399908951,-86.73378706375918,36.24463940711449
245277,09/11/19,Trash - Curbside/Alley Missed Pickup,missed and she wants to know why PLEASE CALL HER,"131 S 11th St, Nashville, TN 37206, United States",37206.0,METRO,9506,6.0,1747182.33025538,671357.98687383,-86.74986620623469,36.175352775504834
245283,09/11/19,Trash - Curbside/Alley Missed Pickup,Trash/curb missed Tuesday.,"1220 McChesney Ave, Nashville, TN 37216, United States",37216.0,RED RIVER,2205,7.0,1754309.13236833,684780.799607497,-86.72605754169166,36.21237133739936
245304,09/11/19,Trash - Curbside/Alley Missed Pickup,MISSED ENTIRE STREET,"1225 McChesney Ave, Nashville, TN 37216, United States",37216.0,RED RIVER,2205,7.0,1754430.12155507,684910.285581627,-86.72565068575288,36.212729484079134
245338,09/11/19,Trash - Curbside/Alley Missed Pickup,trash bin in back by driveway (FoxHall),"3637 Woodmont Blvd, Nashville, TN 37215, United States..trash bin in back by drive",37215.0,RED RIVER,2303,25.0,1722744.20043498,649895.20087677,-86.8320451973985,36.11585387322668
245344,09/11/19,Trash - Curbside/Alley Missed Pickup,Missed - Trash,"3607 Gallatin Pike, Nashville, TN 37216, United States",37216.0,,,8.0,1752449.39654533,684782.861473463,-86.73236143431987,36.21233893747864
245365,09/11/19,Trash - Curbside/Alley Missed Pickup,Our trash was out at the curb by 7am today and it did not get picked up. It also did not get picked up last week. The rest of the street / neighborhood's trash has already been picked up today. Please pick up our trash today.,"3407 Woodhaven Rd, Nashville, TN 37204, United States",37204.0,RED RIVER,4301,25.0,1738992.94690231,648300.616663651,-86.77699202480535,36.111840583030215
245368,09/11/19,Trash - Backdoor,BACKDOOR MISS,"407 Starliner Ct, Nashville, TN 37209, United States",37209.0,RED RIVER,4205,20.0,1707470.90850882,661174.709875695,-86.88409758729553,36.14646976584724
245380,09/11/19,Trash - Curbside/Alley Missed Pickup,MISSED THIS ENTIRE SIDE OF STREET,"3806 Burrus St, Nashville, Tennessee, 37216",37216.0,,,8.0,1752160.0348298,686018.888778209,-86.73337366276138,36.21572819439636
245381,09/11/19,Trash Collection Complaint,"Backdoor/trash missed one week, tomorrow, what's going on? This needs to taken care asap.","444 Rochelle Dr, Nashville, TN 37220, United States",37220.0,RED RIVER,2401,26.0,1745864.99973683,630956.000308271,-86.75327579656403,36.06434326303168
245382,09/11/19,Trash - Curbside/Alley Missed Pickup,Missed 2nd week in  row it has been missed .,522 Ben Allen Rd,37216.0,,,8.0,1748853.79911542,687790.599546055,-86.74462678023846,36.22052627166688
245384,09/11/19,Trash - Curbside/Alley Missed Pickup,MISSED THIS ENTIRE SIDE OF STREET,"3804 Burrus St, Nashville, TN 37216, United States",37216.0,RED RIVER,2205,8.0,1752133.92313759,685977.48326446,-86.73346112391043,36.21561392128198
245404,09/11/19,Trash Collection Complaint,"The trash truck is leaking oil all over the street as it stops to pick  up the trash. This is both
unsightly and DANGEROUS! Please have the trucks inpected and maintained properly. Council representative will also be notified! Thank You","4248 Jamesborough Pl, Nashville, TN 37215, United States",37215.0,RED RIVER,3303,25.0,1730760.59085905,641213.894296511,-86.80466402838957,36.09219103610037
245424,09/11/19,Trash - Backdoor,BACKDOOR MISSED AGAIN,"556 Annex Ave, Nashville, TN 37209, United States",37209.0,RED RIVER,4203,20.0,1709100.20013944,665296.000018937,-86.87870484792025,36.15783078043662
245483,09/11/19,Trash - Curbside/Alley Missed Pickup,Our trash was not picked up Monday morning as scheduled. This is the second time this has happened in the past three weeks.,"215 Hicks Rd, Nashville, TN 37221, United States",37221.0,,,22.0,1694557.55451067,632853.704102704,-86.92692369799589,36.06834631542508
245485,09/11/19,Trash - Curbside/Alley Missed Pickup,Missed trash pickup for our bins at 4100 Hillsboro Circle in Green Hills,"4100 HILLSBORO CIR, 37215",37215.0,RED RIVER,3305,25.0,1726495.4014675,644874.400929169,-86.81920322553385,36.10214902491369
245514,09/11/19,Trash - Curbside/Alley Missed Pickup,Trash/missed for some Tuesday/curb {her's and neighbors},"4124 W Hamilton Rd, Nashville, TN 37218, United States",37218.0,RED RIVER,3203,1.0,1717314.3258841,685406.478968843,-86.85147397607285,36.21327097190775
245515,09/11/19,Trash - Curbside/Alley Missed Pickup,Our trash cart (1ea.) was set out by the curb but was not emptied this week.  Please empty at your earliest convenience.  Thanks.,"4024 Stewarts Ln, Nashville, TN 37218, United States",37218.0,RED RIVER,3203,1.0,1714702.33152131,682276.61985986,-86.86023445671172,36.20461097950483
245530,09/11/19,Trash - Curbside/Alley Missed Pickup,"Curb trash/missed Tuesday, guy looked into cart, and leaving with out getting cart emptied.","3800 Baxter Ave, Nashville, TN 37216, United States",37216.0,RED RIVER,2205,8.0,1752535.99887339,685672.398336876,-86.73209043884613,36.21478416185263
245565,09/11/19,Trash - Curbside/Alley Missed Pickup,Trash/cart missed Alley {Wednesday} everyone already been emptied.,"4022 Colorado Ave, Nashville, TN 37209, United States",37209.0,WASTE IND,2308,24.0,1721959.68418025,659484.00155042,-86.83497814209268,36.14217511694265
245576,09/11/19,Trash - Curbside/Alley Missed Pickup,"No Garbage (brown cans) were picked up yesterday on All of the second block of McChesney.  I am not sure about the first or second block.  NONE on the second block though.  Thank you.  
Pamela Brooks","1213 McChesney Ave, Nashville, TN 37216, United States",37216.0,RED RIVER,2205,7.0,1754112.61596274,684968.419516557,-86.72672838492402,36.21288269916479
245593,09/11/19,Trash - Curbside/Alley Missed Pickup,Trash cart was out the night before. Looks like both sides of our street were missed,"1117 McChesney Ave, Nashville, TN 37216, United States",37216.0,RED RIVER,2205,7.0,1753257.88149722,685103.507354936,-86.7296290626566,36.213236299128674
245624,09/11/19,Trash - Curbside/Alley Missed Pickup,2 trash/cart {ALLEY} everything in bags. {Wednesday} missed,"2710 Alameda St, Nashville, TN 37208, United States",37208.0,METRO,9304,21.0,1726677.83900904,668069.389809368,-86.81924293049448,36.16586782148563
245628,09/11/19,Trash - Curbside/Alley Missed Pickup,"Entire street missed caller lives at 1202 McChesney Ave 37216,  missed for Tuesday. Curb","1202 McChesney Ave, Nashville, TN 37216, United States",37216.0,RED RIVER,2205,7.0,1753841.84863731,684848.791715402,-86.72764318079845,36.212548570145486
245632,09/11/19,Trash - Curbside/Alley Missed Pickup,Tuesday/missed Trash curb,"104 E Marthona Rd, Nashville, TN 37115, United States",37115.0,RED RIVER,3214,8.0,1754010.91175268,703336.720663619,-86.72753598639788,36.26333567161029
245642,09/11/19,Trash - Curbside/Alley Missed Pickup,Trash was not picked up on scheduled day it was out by 7:00 am my whole block wasn?t picked up,"1017 Saunders Ave, Nashville, TN 37115, United States",37115.0,RED RIVER,3214,8.0,1753621.79886135,699518.600010097,-86.72875935363723,36.25283995985711
245647,09/11/19,Trash - Curbside/Alley Missed Pickup,MISSED ENTIRE STREET,"4108 W Hamilton Rd, Nashville, TN 37218, United States",37218.0,RED RIVER,3203,1.0,1717661.72061789,685086.48805631,-86.85028700624741,36.21240030257481
245651,09/11/19,Trash - Curbside/Alley Missed Pickup,Trash was not picked up on Tuesday as usual.,"1101 Saunders Ave, Nashville, TN 37115, United States",37115.0,RED RIVER,3214,8.0,1753790.99851103,699195.399551886,-86.72817737872832,36.25195563852722
245656,09/11/19,Trash - Backdoor,"Backdoor/2 weeks today, Wednesday/cart stays out {trash}","92 Oriel Ave, Nashville, TN 37210, United States",37210.0,RED RIVER,4301,16.0,1750152.73905596,651956.267423872,-86.73930571085683,36.12211991060996
245659,09/11/19,Trash - Curbside/Alley Missed Pickup,"Entire Street/missed , all trash/carts out **curb missed Tuesday","1101 Saunders Ave, Nashville, TN 37115, United States",37115.0,RED RIVER,3214,8.0,1753790.99851103,699195.399551886,-86.72817737872832,36.25195563852722
245660,09/11/19,Trash - Curbside/Alley Missed Pickup,MISSED ENTIRE STREET,"1122 McChesney Ave, Nashville, TN 37216, United States",37216.0,RED RIVER,2205,7.0,1753353.37240677,684940.576410992,-86.72930126333192,36.2127907035191
245661,09/11/19,Trash - Curbside/Alley Missed Pickup,MISSED...FOR 2 WEEKS IN A ROW...CART IS FULL,"570 Old Hickory Blvd, Nashville, TN 37209, United States",37209.0,,,22.0,1696269.00046725,645722.401680797,-86.9215431153637,36.10373998701747
245662,09/11/19,Trash - Curbside/Alley Missed Pickup,MISSED...FOR 2 WEEKS IN A ROW...CART IS FULL,"570 Old Hickory Blvd, Nashville, TN 37209, United States",37209.0,,,22.0,1696269.00046725,645722.401680797,-86.9215431153637,36.10373998701747
245671,09/11/19,Trash - Curbside/Alley Missed Pickup,trash missed Wednesday. Curb been out and she saw the truck empty the neighbors on both side and didn't get hers,6011 Jocelyn Hollow Rd,37205.0,RED RIVER,1304,23.0,1711334.00039823,649685.901693702,-86.87066794047176,36.115006285861504
245687,09/11/19,Trash - Curbside/Alley Missed Pickup,this is happening all the time put on watch list,"1308 Tyne Blvd, Nashville, Tennessee, 37215",37215.0,RED RIVER,3303,34.0,1728981.00067635,637273.601158886,-86.81057658381502,36.08132691545541
245689,09/11/19,Trash - Curbside/Alley Missed Pickup,Thank you!,"3503 Belmont Blvd, Nashville, TN 37215, United States",37215.0,RED RIVER,4305,25.0,1732033.80100771,648520.001576877,-86.80055712864919,36.11228914623752
245691,09/11/19,Trash - Curbside/Alley Missed Pickup,We haven't had our trash picked up for three consecutive weeks now even though our container has been placed curbside the night prior to our scheduled pick up.,"405 Wayside Ct, Nashville, TN 37205, United States",37205.0,RED RIVER,1304,23.0,1700391.41454511,643905.072623156,-86.90753188085677,36.09885376532702
245692,09/11/19,Trash - Curbside/Alley Missed Pickup,"The Trash did not get picked up at 215, and 213 Chestnut Hill ---Our cans were out at 6 am ---I put recycle out and it did get picked up ---but not Trash --please help ---TY","215 CHESTNUT HL, 37215",37215.0,RED RIVER,2303S,25.0,1720394.98712984,648496.070476123,-86.83995778810124,36.11195544560164
245694,09/11/19,Trash - Curbside/Alley Missed Pickup,"It seems that none of the cans on our street were emptied today, but the connecting streets were.","507 Brighton Pl, Nashville, TN 37205, United States",37205.0,RED RIVER,2304S,24.0,1723320.66016675,653356.367415999,-86.83019299707296,36.12537486545772
245699,09/11/19,Trash - Curbside/Alley Missed Pickup,I am begging you to please investigate WHY this keeps happening - I think we are 3 consecutive weeks maybe 4 now and there have been several other incidents missed too - I pay my property taxes and should get this service - right???,"1537 Harding Pl, Nashville, TN 37215, United States",37215.0,RED RIVER,3303,34.0,1726691.40141722,640621.600542236,-86.81841939845783,36.09047134732016
245705,09/11/19,Trash - Curbside/Alley Missed Pickup,2 week in a row. Missed,"162 Antioch Pike, Nashville, TN 37211, United States",37211.0,RED RIVER,4304,16.0,1753144.99928251,644275.20130904,-86.72898082744156,36.10108208727728
245709,09/11/19,Trash Collection Complaint,I have had 2 bags of trash left in the very bottom of my can for a month now! It stinks so bad I can't put it by the house or the inside of the house smells. They need to mot be in such a hurry they need to completely unend the can into the truck and they have not been doing it.,"2934 Wingate Ave, Nashville, TN 37211, United States",37211.0,RED RIVER,4304,16.0,1751533.11478711,646321.601300926,-86.73448886964744,36.106670345824526
245719,09/12/19,Trash - Curbside/Alley Missed Pickup,"Trash was not picked up, second time with no pick in the last 4 weeks - when the can sits out curbside without pickup, it is opened by raccoon and the trash strewn about the road.","1416 Tyne Blvd, Nashville, TN 37215, United States",37215.0,RED RIVER,3303,34.0,1728024.20186678,636256.800466717,-86.81378580686207,36.07851200152555
245720,09/12/19,Trash - Curbside/Alley Missed Pickup,"Our was not picked up last week OR this week on Wednesday. We put it out on Saturday as well b/c of Labor Day, but no pickup.","1306 Tyne Blvd, Nashville, TN 37215, United States",37215.0,RED RIVER,3303,34.0,1729192.16187082,637277.145114686,-86.80986210716681,36.08134145269281
245775,09/12/19,Trash - Curbside/Alley Missed Pickup,Trash/missed Alley Wednesday,"4206 Nevada Ave, Nashville, TN 37209, United States",37209.0,RED RIVER,1308,24.0,1721174.50504155,661995.78368677,-86.83771005596485,36.1490562998772
245778,09/12/19,Trash - Curbside/Alley Missed Pickup,Missed trash,"412 Charlesgate Ct, Nashville, TN 37215, United States",37215.0,RED RIVER,3304S,25.0,1722936.25078348,647520.000541182,-86.83132670496083,36.10933386032482
245781,09/12/19,Trash - Curbside/Alley Missed Pickup,this section missed,"1212 Tyne Blvd, Nashville, TN 37215, United States",37215.0,RED RIVER,3303,34.0,1729594.08524224,637243.371671023,-86.80850104168132,36.08125780740919
245787,09/12/19,Trash - Curbside/Alley Missed Pickup,Curb trash/missed Wednesday.,"244 Lanier Dr, Nashville, TN 37115, United States",37115.0,RED RIVER,3314,9.0,1763248.99931516,701940.59995408,-86.69616826289065,36.25968532788648
245792,09/12/19,Trash - Backdoor,BACKDOOR MISS,"611 Dunston Dr, Nashville, TN 37211, United States",37211.0,RED RIVER,4302,26.0,1746736.82473628,637959.418937142,-86.75050783982074,36.0835998347785
245796,09/12/19,Trash - Curbside/Alley Missed Pickup,hers and neighbors also drakes branch was missed,4322 ashland city hwy,37218.0,RED RIVER,3203,1.0,1715547.82209266,683407.361509365,-86.85740243148715,36.20773733723076
245801,09/12/19,Trash - Curbside/Alley Missed Pickup,Missed trash. Several on the street.  It appears that they are only picking up the odd side,"4208 W Hamilton Rd, Nashville, TN 37218, United States",37218.0,RED RIVER,3203,1.0,1716326.6010638,685448.798668845,-86.85482326748105,36.21336356571399
245809,09/12/19,Trash - Curbside/Alley Missed Pickup,Missed/trash curb Wednesday,"203 Belclaire Pl, Nashville, TN 37205, United States",37205.0,RED RIVER,2304S,24.0,1724902.63177558,654799.190774786,-86.82487777035391,36.12937492409746
245836,09/12/19,Trash - Curbside/Alley Missed Pickup,"Curb trash/missed Wednesday, his and neighbor next-door.","4144 W Hamilton Rd, Nashville, TN 37218, United States",37218.0,RED RIVER,3203,1.0,1716763.0300194,685437.638473025,-86.85334359562522,36.213343372478086
245839,09/12/19,Trash - Curbside/Alley Missed Pickup,this entire area missed,"2148 CAREFREE LN, 37013",37013.0,RED RIVER,4310,33.0,1791886.73852536,623493.860034781,-86.5974135092891,36.04471717410414
245848,09/12/19,Trash - Curbside/Alley Missed Pickup,MISSED...ENTIRE STREET MISSED.,"1208 McChesney Ave, Nashville, TN 37216, United States",37216.0,RED RIVER,2205,7.0,1753991.39921881,684831.19857692,-86.72713581331811,36.21250329724553
245849,09/12/19,Trash - Curbside/Alley Missed Pickup,I believe there are others on my street who also did not have their trash picked up. There are multiple cans still out since Tuesday (our scheduled day),"407 Buchanan St, Nashville, TN 37208, United States",37208.0,WASTE IND,3207,19.0,1734495.091173,674687.660978192,-86.79294254969982,36.18422432403999
245860,09/12/19,Trash - Curbside/Alley Missed Pickup,Missed trash,"716 Richfield Dr, Nashville, TN 37205, United States",37205.0,RED RIVER,1305,23.0,1707921.00078926,652532.800369688,-86.88230935134376,36.12274249315503
245877,09/12/19,Trash - Curbside/Alley Missed Pickup,missed hers and neighbors,"3208 Blair Blvd, Nashville, TN 37212, United States",37212.0,METRO,9301,18.0,1727646.61326277,655780.989214496,-86.81561414468803,36.13213501479243
245890,09/12/19,Trash - Curbside/Alley Missed Pickup,Missed trash. Whole subdivision missed,"2147 Carefree Lane, Nashville, TN 37013, United States",37013.0,,,33.0,1791871.98094727,623394.902340992,-86.5974613837011,36.04444508809283
245891,09/12/19,Trash - Curbside/Alley Missed Pickup,"Trash/missed curb {truck already came, gone} took neighbor's on right side, leaving their's and neighbor on left side as well. Thursday.","836 Reischa Ct, Nashville, TN 37211, United States",37211.0,RED RIVER,1403,26.0,1758090.34522532,642085.248351521,-86.71218739022095,36.09516639905296
245949,09/12/19,Trash Collection Complaint,PAID BACKDOOR SERVICE- RESIDENT SAYS THEY HAVE BEEN MISSED THE LAST 4 WEEKS AND SAYS THEY ONLY GET SERVICE IF THEY CALL. WANTS TO KNOW WHY.,"1800 Stokes Ln, Nashville, TN 37215, United States",37215.0,RED RIVER,4305,25.0,1730449.56174206,650785.48966827,-86.80598349718063,36.11847656283041
245963,09/12/19,Trash Collection Complaint,Caller has been missed several time over the last few weeks and is requesting a supervisor call back,"2408 Eden St, Nashville, TN 37208, United States",37208.0,METRO,9303,21.0,1728552.70243789,667664.300424946,-86.81288017999604,36.16479802937092
245979,09/12/19,Trash - Curbside/Alley Missed Pickup,missed entire neighborhood,800 Saussy Ct,37205.0,RED RIVER,1301,23.0,1698840.07015452,649281.15067692,-86.91295253801164,36.11358172902091
246007,09/12/19,Trash - Curbside/Alley Missed Pickup,still out,"5232 Buena Vista Pike, Nashville, TN 37218, United States",37218.0,RED RIVER,3201,3.0,1724442.96626334,695065.214890875,-86.82758720341806,36.239969933425854
